# gapseq version: 1.2 34eb2fd3
# Sequence DB md5sum: 1139b8e (2021-06-02, Bacteria)
# Genome format: nucl
ID	Name	Prediction	Completeness	VagueReactions	KeyReactions	KeyReactionsFound	ReactionsFound
|PWY-5022|	4-aminobutanoate degradation V	false	42	0	0	0	GLUTAMATE-DEHYDROGENASE-RXN R11-RXN RXN-16834 
|PWY-5024|	L-arginine degradation XI	false	50	0	2	1	RXN-7565 
|PWY-5025|	indole-3-acetate biosynthesis IV (bacteria)	false	50	0	0	0	RXNN-404 
|PWY-5026|	indole-3-acetate biosynthesis V (bacteria and fungi)	true	100	0	0	0	RXN-1404 
|PWY-5027|	phylloquinol biosynthesis	false	25	1	0	0	
|PWY-5028|	L-histidine degradation II	false	20	0	0	0	HISTIDINE-AMMONIA-LYASE-RXN 
|PWY-5029|	3-(imidazol-5-yl)lactate salvage	false	0	1	0	0	
|PWY-5033|	nicotinate degradation II	false	0	2	0	0	
|PWY-5041|	S-adenosyl-L-methionine salvage II	false	33	0	1	0	S-ADENMETSYN-RXN 
|PWY-5046|	2-oxoisovalerate decarboxylation to isobutanoyl-CoA	true	100	0	1	1	1.2.4.4-RXN 2.3.1.168-RXN RXN-7719 
|PWY-5055|	nicotinate degradation III	false	33	1	0	0	METHYLITACONATE-DELTA-ISOMERASE-RXN 1.1.1.291-RXN 
|PWY-5057|	L-valine degradation II	false	66	0	1	0	BRANCHED-CHAINAMINOTRANSFERVAL-RXN RXN-7657 
|PWY-5063|	phytyl diphosphate biosynthesis	false	0	0	0	0	
|PWY-5068|	chlorophyll cycle	false	16	1	0	0	
|PWY-5074|	mevalonate degradation	false	50	0	0	0	HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN 
|PWY-5075|	L-leucine degradation II	false	0	3	0	0	
|PWY-5080|	very long chain fatty acid biosynthesis I	false	25	1	0	0	
|PWY-5084|	2-oxoglutarate decarboxylation to succinyl-CoA	true	100	0	1	1	2OXOGLUTDECARB-RXN RXN0-1147 RXN-7716 
|PWY-5086|	chlorophyll a biosynthesis I	false	0	0	2	0	
|PWY-5087|	L-glutamate degradation VI (to pyruvate)	false	0	2	0	0	
|PWY-5097|	L-lysine biosynthesis VI	false	85	0	2	1	ASPARTATEKIN-RXN ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN DIHYDRODIPICSYN-RXN DIAMINOPIMEPIM-RXN DIAMINOPIMDECARB-RXN RXN-14014 
|PWY-5101|	L-isoleucine biosynthesis II	false	87	0	1	0	R-2-METHYLMALATE-DEHYDRATASE-RXN RXN-7744 RXN-7745 ACETOOHBUTSYN-RXN RXN-16062 DIHYDROXYMETVALDEHYDRAT-RXN BRANCHED-CHAINAMINOTRANSFERILEU-RXN 
|PWY-5103|	L-isoleucine biosynthesis III	false	85	2	1	0	ACETOOHBUTSYN-RXN ACETOOHBUTREDUCTOISOM-RXN DIHYDROXYMETVALDEHYDRAT-RXN BRANCHED-CHAINAMINOTRANSFERILEU-RXN 
|PWY-5104|	L-isoleucine biosynthesis IV	false	83	0	1	0	ACETOOHBUTSYN-RXN RXN-16062 DIHYDROXYMETVALDEHYDRAT-RXN BRANCHED-CHAINAMINOTRANSFERILEU-RXN PROPIONATE--COA-LIGASE-RXN 
|PWY-5108|	L-isoleucine biosynthesis V	false	66	0	1	0	BRANCHED-CHAINAMINOTRANSFERILEU-RXN RXN-18448 
|PWY-5120|	geranylgeranyl diphosphate biosynthesis	false	0	0	0	0	
|PWY-5122|	geranyl diphosphate biosynthesis	true	100	0	0	0	GPPSYN-RXN 
|PWY-5123|	trans, trans-farnesyl diphosphate biosynthesis	true	66	0	1	1	GPPSYN-RXN FPPSYN-RXN 
|PWY-5137|	fatty acid &beta;-oxidation III (unsaturated, odd number)	true	100	0	0	0	ENOYL-COA-DELTA-ISOM-RXN 
|PWY-5142|	acyl-[acyl-carrier protein] thioesterase pathway	false	0	0	0	0	
|PWY-5143|	long-chain fatty acid activation	true	100	0	0	0	RXN-7904 
|PWY-5148|	acyl-CoA hydrolysis	true	100	0	0	0	THIOESTER-RXN 
|PWY-5151|	L-tyrosine degradation II	false	50	1	0	0	TYROSINE-AMINOTRANSFERASE-RXN 
|PWY-5154|	L-arginine biosynthesis III (via N-acetyl-L-citrulline)	false	77	0	1	0	ARGSUCCINSYN-RXN ARGSUCCINLYA-RXN CARBPSYN-RXN N-ACETYLTRANSFER-RXN ACETYLGLUTKIN-RXN N-ACETYLGLUTPREDUCT-RXN ACETYLORNTRANSAM-RXN 
|PWY-5155|	&beta;-alanine biosynthesis III	true	100	0	0	0	ASPDECARBOX-RXN 
|PWY-5159|	trans-4-hydroxy-L-proline degradation II	false	25	0	2	0	25-DIOXOVALERATE-DEHYDROGENASE-RXN 
|PWY-5162|	2-hydroxypenta-2,4-dienoate degradation	false	0	0	0	0	
|PWY-5163|	p-cumate degradation to 2-hydroxypentadienoate	false	0	0	1	0	
|PWY-5165|	4-toluenesulfonate degradation II	false	0	1	0	0	
|PWY-5169|	cyanuric acid degradation II	false	66	0	0	0	RXN-8930 RXN-20065 
|PWY-5170|	melamine degradation	false	0	0	0	0	
|PWY-5171|	N-cyclopropylmelamine degradation	false	0	3	0	0	
|PWY-5177|	glutaryl-CoA degradation	true	80	0	0	0	GLUTARYL-COA-DEHYDROG-RXN GLUTACONYL-COA-DECARBOXYLASE-RXN ACETYL-COA-ACETYLTRANSFER-RXN RXN-11662 
|PWY-5188|	tetrapyrrole biosynthesis I (from glutamate)	true	83	0	0	0	OHMETHYLBILANESYN-RXN PORPHOBILSYNTH-RXN GSAAMINOTRANS-RXN GLUTRNAREDUCT-RXN GLURS-RXN 
|PWY-5189|	tetrapyrrole biosynthesis II (from glycine)	false	75	0	0	0	5-AMINOLEVULINIC-ACID-SYNTHASE-RXN PORPHOBILSYNTH-RXN OHMETHYLBILANESYN-RXN 
|PWY-5194|	siroheme biosynthesis	false	50	0	0	0	UROPORIIIMETHYLTRANSA-RXN RXN-8675 
|PWY-5196|	factor 430 biosynthesis	false	28	4	0	0	UROPORIIIMETHYLTRANSA-RXN RXN-8675 
|PWY-5197|	lactate biosynthesis (archaea)	false	50	2	0	0	FUCPALDOL-RXN LACTALDDEHYDROG-RXN 
|PWY-5198|	factor 420 biosynthesis II (mycobacteria)	false	0	0	1	0	
|PWY-5199|	factor 420 polyglutamylation	false	0	0	0	0	
|PWY-5254|	methanofuran biosynthesis	false	0	3	0	0	
|PWY-5274|	sulfide oxidation II (flavocytochrome c)	false	0	0	0	0	
|PWY-5276|	sulfite oxidation I	false	0	0	0	0	
|PWY-5277|	thiosulfate disproportionation I (thiol-dependent)	false	0	1	0	0	
|PWY-5278|	sulfite oxidation III	false	50	0	1	0	SULFATE-ADENYLYLTRANS-RXN 
|PWY-5279|	sulfite oxidation II	false	0	0	0	0	
|PWY-5280|	L-lysine degradation IV	false	40	0	0	0	RXN-8182 VAGL-RXN 
|PWY-5283|	L-lysine degradation V	false	50	0	1	0	RXN-8166 RXN-8162 2-AMINOADIPATE-AMINOTRANSFERASE-RXN RXN-14932 
|PWY-5285|	sulfide oxidation III (to sulfite)	false	50	0	0	0	R17-RXN 
|PWY-5288|	astaxanthin biosynthesis (bacteria, fungi, algae)	false	0	0	0	0	
|PWY-5296|	thiosulfate oxidation III (multienzyme complex)	false	40	1	0	0	RXN-11952 
|PWY-5297|	siroheme amide biosynthesis	false	0	1	0	0	
|PWY-5298|	L-lysine degradation VI	false	50	0	0	0	RXN-8162 
|PWY-5302|	sulfur disproportionation II (aerobic)	false	0	0	0	0	
|PWY-5303|	thiosulfate oxidation II (via tetrathionate)	false	0	2	0	0	
|PWY-5314|	L-lysine degradation VIII	false	0	0	0	0	
|PWY-5329|	L-cysteine degradation III	true	100	0	0	0	CYSTEINE-AMINOTRANSFERASE-RXN MERCAPYSTRANS-RXN 
|PWY-5331|	taurine biosynthesis I	false	66	0	0	0	SULFINOALANINE-DECARBOXYLASE-RXN CYSTAUR-RXN 
|PWY-5332|	sulfur reduction I	false	0	0	0	0	
|PWY-5336|	carbon disulfide oxidation II (aerobic)	false	0	1	0	0	
|PWY-5340|	sulfate activation for sulfonation	true	100	0	0	0	SULFATE-ADENYLYLTRANS-RXN ADENYLYLSULFKIN-RXN 
|PWY-5344|	L-homocysteine biosynthesis	false	50	0	0	0	ACETYLHOMOSER-CYS-RXN 
|PWY-5350|	thiosulfate disproportionation IV (rhodanese)	true	100	0	0	0	THIOSULFATE-SULFURTRANSFERASE-RXN 
|PWY-5352|	thiosulfate disproportionation II (cytochrome)	false	0	0	0	0	
|PWY-5358|	tetrathionate reduction I (to thiosulfate)	false	0	1	0	0	
|PWY-5359|	tetrathionate reductiuon II (to trithionate)	false	0	1	0	0	
|PWY-5364|	sulfur reduction II (via polysulfide)	false	0	0	0	0	
|PWY-5366|	palmitoleate biosynthesis II (plants and bacteria)	false	0	0	0	0	
|PWY-5370|	carbon tetrachloride degradation I	false	0	2	0	0	
|PWY-5372|	carbon tetrachloride degradation II	false	33	0	1	0	FORMATE-DEHYDROGENASE-NADP+-RXN 
|PWY-5382|	hydrogen oxidation II (aerobic, NAD)	true	100	0	0	0	HYDROGEN-DEHYDROGENASE-RXN 
|PWY-5384|	sucrose degradation IV (sucrose phosphorylase)	false	50	0	1	0	PGLUCISOM-RXN PHOSPHOGLUCMUT-RXN 
|PWY-5386|	methylglyoxal degradation I	false	66	0	2	1	GLYOXI-RXN GLYOXII-RXN 
|PWY-5389|	3-methylthiopropanoate biosynthesis	true	100	0	0	0	R146-RXN 
|PWY-5392|	reductive TCA cycle II	false	58	0	2	0	FUMHYDR-RXN SUCCCOASYN-RXN ACONITATEHYDR-RXN ACONITATEDEHYDR-RXN RXN-8457 R23-RXN R601-RXN 
|PWY-5418|	phenol degradation I (aerobic)	false	0	0	0	0	
|PWY-5419|	catechol degradation to 2-hydroxypentadienoate II	false	25	0	1	0	RXN-8527 
|PWY-5427|	naphthalene degradation (aerobic)	false	16	0	1	0	1.2.1.65-RXN 
|PWY-5428|	1,3-dimethylbenzene degradation to 3-methylbenzoate	false	33	0	1	0	RXN-8583 
|PWY-5429|	1,4-dimethylbenzene degradation to 4-methylbenzoate	false	33	0	1	0	RXN-8582 
|PWY-5436|	L-threonine degradation IV	false	50	0	0	0	THREONINE-ALDOLASE-RXN 
|PWY-5437|	L-threonine degradation I	false	50	0	0	0	PTAALT-RXN RXN-15122 
|PWY-5443|	aminopropanol phosphate biosynthesis I	false	0	0	1	0	
|PWY-5450|	benzene degradation	false	0	0	0	0	
|PWY-5453|	methylglyoxal degradation III	false	50	0	0	0	RXN0-4281 
|PWY-5456|	methylglyoxal degradation VII	false	0	1	0	0	
|PWY-5480|	pyruvate fermentation to ethanol I	false	33	0	0	0	ALCOHOL-DEHYDROG-RXN 
|PWY-5481|	pyruvate fermentation to (S)-lactate	false	0	0	0	0	
|PWY-5482|	pyruvate fermentation to acetate II	true	66	0	1	1	PYRUVDEH-RXN PHOSACETYLTRANS-RXN 
|PWY-5484|	glycolysis II (from fructose 6-phosphate)	false	72	0	0	0	PEPDEPHOS-RXN 2PGADEHYDRAT-RXN 3PGAREARR-RXN PHOSGLYPHOS-RXN GAPOXNPHOSPHN-RXN TRIOSEPISOMERIZATION-RXN F16ALDOLASE-RXN PEPSYNTH-RXN 
|PWY-5486|	pyruvate fermentation to ethanol II	false	50	0	1	0	ALCOHOL-DEHYDROG-RXN 
|PWY-5487|	4-nitrophenol degradation I	false	40	0	1	0	1.2.1.61-RXN MALEYLACETATE-REDUCTASE-RXN 
|PWY-5488|	4-nitrophenol degradation II	false	20	0	1	0	MALEYLACETATE-REDUCTASE-RXN 
|PWY-5489|	methyl parathion degradation	true	100	0	0	0	RXN-8743 
|PWY-5490|	paraoxon degradation	true	100	0	0	0	RXN-8746 
|PWY-5491|	diethylphosphate degradation	false	0	0	1	0	
|PWY-5493|	reductive monocarboxylic acid cycle	false	0	0	2	0	
|PWY-5494|	pyruvate fermentation to propanoate II (acrylate pathway)	false	25	0	1	0	RXN-8568 
|PWY-5497|	purine nucleobases degradation II (anaerobic)	true	85	6	0	0	GUANINE-DEAMINASE-RXN 1.2.1.2-RXN RXN0-901 PHOSACETYLTRANS-RXN RXN-8752 RXN-8751 RXN-8753 RXN-15125 FORMYLTHFDEFORMYL-RXN METHENYLTHFCYCLOHYDRO-RXN METHYLENETHFDEHYDROG-NADP-RXN GLYOHMETRANS-RXN 
|PWY-5499|	vitamin B6 degradation	false	22	0	1	0	PYRIDOXINE-4-OXIDASE-RXN RXN-8757 
|PWY-5509|	adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I	false	0	0	1	0	
|PWY-5512|	UDP-N-acetyl-D-galactosamine biosynthesis I	true	100	0	0	0	UDP-N-ACETYLGLUCOSAMINE-4-EPIMERASE-RXN 
|PWY-5517|	L-arabinose degradation III	false	60	0	0	0	L-ARABINONATE-DEHYDRATASE-RXN 4.2.1.43-RXN RXN-8775 
|PWY-5521|	L-ascorbate biosynthesis III (D-sorbitol pathway)	false	66	0	0	0	D-SORBITOL-DEHYDROGENASE-RXN RXN-8782 
|PWY-5523|	5,6-dimethylbenzimidazole biosynthesis I (aerobic)	false	33	0	1	0	RIBOFLAVINKIN-RXN 
|PWY-5526|	bacteriochlorophyll a biosynthesis	false	0	0	0	0	
|PWY-5530|	sorbitol biosynthesis II	false	0	0	1	0	
|PWY-5531|	3,8-divinyl-chlorophyllide a biosynthesis II (anaerobic)	false	22	0	3	0	UROGENDECARBOX-RXN RXN0-6259 
|PWY-5533|	acetone degradation II (to acetoacetate)	false	0	0	0	0	
|PWY-5534|	propene degradation	false	0	0	0	0	
|PWY-5535|	acetate and ATP formation from acetyl-CoA II	true	100	0	0	0	ACETATE--COA-LIGASE-ADP-FORMING-RXN 
|PWY-5629|	isopenicillin N biosynthesis	false	0	0	1	0	
|PWY-5631|	deacetylcephalosporin C biosynthesis	false	0	0	1	0	
|PWY-5633|	cephamycin C biosynthesis	false	0	1	0	0	
|PWY-5636|	2-nitrophenol degradation	false	0	0	0	0	
|PWY-5637|	nitrobenzene degradation I	false	0	0	1	0	
|PWY-5640|	nitrobenzene degradation II	false	0	0	0	0	
|PWY-5641|	2-nitrotoluene degradation	false	0	0	1	0	
|PWY-5642|	2,4-dinitrotoluene degradation	false	28	1	1	0	1.2.1.27-RXN 
|PWY-5643|	2,6-dinitrotoluene degradation	false	0	2	0	0	
|PWY-5644|	4-nitrotoluene degradation II	false	11	3	0	0	RXN-8831 
|PWY-5645|	4-chloronitrobenzene degradation	false	11	0	0	0	RXN-8837 
|PWY-5648|	2-nitrobenzoate degradation II	false	0	1	0	0	
|PWY-5651|	L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	false	0	0	0	0	
|PWY-5653|	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde	true	100	0	0	0	NICONUCADENYLYLTRAN-RXN NAD-SYNTH-GLN-RXN QUINOPRIBOTRANS-RXN 
|PWY-5654|	2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate	false	50	0	0	0	AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN 1.2.1.32-RXN 
|PWY-5656|	mannosylglycerate biosynthesis I	false	50	0	0	0	2.4.1.217-RXN 
|PWY-5658|	mannosylglycerate biosynthesis II	false	0	0	0	0	
|PWY-5659|	GDP-mannose biosynthesis	false	50	0	0	0	PHOSMANMUT-RXN PGLUCISOM-RXN 
|PWY-5661|	GDP-&alpha;-D-glucose biosynthesis	false	66	1	0	0	PHOSPHOGLUCMUT-RXN GLUCOKIN-RXN 
|PWY-5662|	glucosylglycerate biosynthesis I	false	50	0	0	0	RXN-12038 
|PWY-5663|	erythro-tetrahydrobiopterin biosynthesis I	false	25	0	0	0	GTP-CYCLOHYDRO-I-RXN 
|PWY-5667|	CDP-diacylglycerol biosynthesis I	false	75	0	0	0	RXN-1623 RXN-1381 GLYC3PDEHYDROGBIOSYN-RXN 
|PWY-5668|	cardiolipin biosynthesis I	true	66	0	1	1	CARDIOLIPSYN-RXN PHOSPHAGLYPSYN-RXN 
|PWY-5669|	phosphatidylserine and phosphatidylethanolamine biosynthesis I	false	50	0	0	0	PHOSPHASERDECARB-RXN 
|PWY-5670|	epoxysqualene biosynthesis	false	0	0	0	0	
|PWY-5674|	nitrate reduction IV (dissimilatory)	false	0	0	0	0	
|PWY-5675|	nitrate reduction V (assimilatory)	false	75	0	1	0	GLUTAMINESYN-RXN GLUTDEHYD-RXN RXN0-6377 
|PWY-5677|	succinate fermentation to butanoate	false	42	0	0	0	R11-RXN RXN-8807 RXN-16834 
|PWY-5679|	clavulanate biosynthesis	false	12	1	0	0	
|PWY-5686|	UMP biosynthesis I	true	100	0	1	1	CARBPSYN-RXN ASPCARBTRANS-RXN DIHYDROOROT-RXN OROPRIBTRANS-RXN OROTPDECARB-RXN DIHYDROOROTATE-DEHYDROGENASE-RXN 
|PWY-5691|	urate conversion to allantoin I	false	0	0	1	0	
|PWY-5695|	inosine 5'-phosphate degradation	true	100	0	0	0	IMP-DEHYDROG-RXN XMPXAN-RXN XANTHOSINEPHOSPHORY-RXN RXN0-901 
|PWY-5697|	allantoin degradation to ureidoglycolate I (urea producing)	false	0	0	0	0	
|PWY-5698|	allantoin degradation to ureidoglycolate II (ammonia producing)	false	33	0	0	0	ALLANTOATE-DEIMINASE-RXN 
|PWY-5703|	urea degradation I	true	100	0	0	0	UREA-CARBOXYLASE-RXN RXN-20065 
|PWY-5704|	urea degradation II	true	100	0	0	0	UREASE-RXN 
|PWY-5726|	deethylsimazine degradation	false	0	1	0	0	
|PWY-5727|	atrazine degradation II	false	0	2	0	0	
|PWY-5731|	atrazine degradation III	false	0	1	0	0	
|PWY-5736|	isopropylamine degradation	false	71	2	0	0	RXN-8940 RXN-8946 RXN-8945 
|PWY-5737|	(5R)-carbapenem carboxylate biosynthesis	false	33	1	1	0	RXN-14903 
|PWY-5738|	GDP-6-deoxy-D-talose biosynthesis	false	0	0	1	0	
|PWY-5739|	GDP-D-perosamine biosynthesis	false	0	0	1	0	
|PWY-5740|	GDP-L-colitose biosynthesis	false	0	0	0	0	
|PWY-5741|	ethylmalonyl-CoA pathway	false	36	0	1	0	ACETYL-COA-ACETYLTRANSFER-RXN RXN-5901 3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN MALATE--COA-LIGASE-RXN 
|PWY-5742|	L-arginine degradation IX (arginine:pyruvate transaminase pathway)	true	100	0	0	0	GUANIDINOBUTYRASE-RXN 1.2.1.54-RXN 4.1.1.75-RXN RXN-8956 
|PWY-5743|	3-hydroxypropanoate cycle	false	38	0	0	0	PROPIONYL-COA-CARBOXY-RXN RXN-6383 RXN-9087 RXN0-5055 BIOTIN-CARBOXYL-RXN 
|PWY-5744|	glyoxylate assimilation	false	30	0	0	0	RXN-6383 RXN-9087 RXN0-5055 BIOTIN-CARBOXYL-RXN 
|PWY-5747|	2-methylcitrate cycle II	true	100	0	1	1	PROPIONATE--COA-LIGASE-RXN 2-METHYLCITRATE-SYNTHASE-RXN METHYLISOCITRATE-LYASE-RXN 4.2.1.99-RXN RXN-8979 RXN-8977 
|PWY-5749|	itaconate degradation	false	25	0	1	0	RXN-8988 
|PWY-5751|	phenylethanol biosynthesis	false	40	0	0	0	RXN-7700 RXN-8990 
|PWY-5755|	4-hydroxybenzoate biosynthesis II (bacteria)	false	0	0	0	0	
|PWY-5757|	fosfomycin biosynthesis	false	0	0	1	0	
|PWY-5766|	L-glutamate degradation X	false	0	0	0	0	
|PWY-5770|	phenazine-1-carboxylate biosynthesis	false	0	0	1	0	
|PWY-5776|	2-hydroxyphenazine biosynthesis	false	0	0	0	0	
|PWY-5782|	2-keto-L-gulonate biosynthesis	true	100	0	0	0	D-SORBITOL-DEHYDROGENASE-RXN RXN-8782 RXN-9069 
|PWY-5783|	octaprenyl diphosphate biosynthesis	true	100	0	0	0	RXN-8992 
|PWY-5785|	di-trans,poly-cis-undecaprenyl phosphate biosynthesis	true	100	0	0	0	RXN-8999 UNDECAPRENYL-DIPHOSPHATASE-RXN 
|PWY-5794|	malonate degradation I (biotin-independent)	false	33	0	0	0	RXN-9728 
|PWY-5796|	malonate decarboxylase activation	false	0	0	1	0	
|PWY-5805|	nonaprenyl diphosphate biosynthesis I	true	100	0	0	0	TRANS-OCTAPRENYLTRANSTRANSFERASE-RXN 
|PWY-5806|	all-trans-decaprenyl diphosphate biosynthesis	true	100	0	0	0	RXN-9106 
|PWY-5807|	heptaprenyl diphosphate biosynthesis	false	0	0	0	0	
|PWY-5816|	all trans undecaprenyl diphosphate biosynthesis	false	0	1	0	0	
|PWY-5817|	dodecaprenyl diphosphate biosynthesis	false	0	1	0	0	
|PWY-5818|	validamycin biosynthesis	false	23	3	0	0	
|PWY-5830|	CDP-ascarylose biosynthesis	false	0	0	0	0	
|PWY-5831|	CDP-abequose biosynthesis	false	0	0	0	0	
|PWY-5832|	CDP-paratose biosynthesis	false	0	0	0	0	
|PWY-5833|	CDP-4-dehydro-3,6-dideoxy-D-glucose biosynthesis	false	33	0	0	0	1.17.1.1-RXN 
|PWY-5834|	CDP-tyvelose biosynthesis	false	0	0	0	0	
|PWY-5837|	2-carboxy-1,4-naphthoquinol biosynthesis	false	14	0	1	1	O-SUCCINYLBENZOATE-COA-LIG-RXN 
|PWY-5839|	menaquinol-7 biosynthesis	false	50	0	0	0	RXN-9191 
|PWY-5844|	menaquinol-9 biosynthesis	true	100	0	0	0	RXN-9205 
|PWY-5849|	menaquinol-6 biosynthesis	true	100	0	0	0	RXN-9220 
|PWY-5851|	demethylmenaquinol-9 biosynthesis	false	0	0	0	0	
|PWY-5852|	demethylmenaquinol-8 biosynthesis I	false	0	0	0	0	
|PWY-5853|	demethylmenaquinol-6 biosynthesis I	false	0	0	0	0	
|PWY-5855|	ubiquinol-7 biosynthesis (early decarboxylation)	true	100	1	2	2	RXN-9225 RXN-9227 RXN-9228 RXN-9222 RXN-9223 RXN-9224 RXN-9229 
|PWY-5856|	ubiquinol-9 biosynthesis (early decarboxylation)	true	87	0	2	2	RXN-9239 RXN-9240 RXN-9238 2.1.1.64-RXN RXN-9242 RXN-9243 2.5.1.39-RXN 
|PWY-5857|	ubiquinol-10 biosynthesis (early decarboxylation)	true	87	0	2	2	RXN-9233 RXN-9235 RXN-9236 RXN-9237 RXN-9230 RXN-9231 RXN-9232 
|PWY-5870|	ubiquinol-8 biosynthesis (late decarboxylation)	false	77	1	0	0	OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN DHHB-METHYLTRANSFER-RXN 2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN 2-OCTAPRENYL-6-METHOXYPHENOL-HYDROX-RXN 4OHBENZOATE-OCTAPRENYLTRANSFER-RXN RXN-9280 
|PWY-5875|	staphyloxanthin biosynthesis	false	11	0	0	0	RXN-9307 
|PWY-5885|	wax esters biosynthesis II	false	25	2	0	0	RXN-7904 
|PWY-5886|	3-(4-hydroxyphenyl)pyruvate biosynthesis	true	100	0	0	0	TYROSINE-AMINOTRANSFERASE-RXN 
|PWY-5887|	albaflavenone biosynthesis	false	0	0	0	0	
|PWY-5888|	rhodoquinone-10 biosynthesis	false	0	1	0	0	
|PWY-5890|	menaquinol-10 biosynthesis	false	50	0	0	0	RXN-9361 
|PWY-5891|	menaquinol-11 biosynthesis	false	50	0	0	0	RXN-9362 
|PWY-5892|	menaquinol-12 biosynthesis	false	50	0	0	0	RXN-9363 
|PWY-5893|	tridecaprenyl diphosphate biosynthesis	false	0	1	0	0	
|PWY-5895|	menaquinol-13 biosynthesis	false	50	0	0	0	RXN-9366 
|PWY-5901|	2,3-dihydroxybenzoate biosynthesis	false	0	0	0	0	
|PWY-5907|	homospermidine biosynthesis I	false	0	0	0	0	
|PWY-5913|	partial TCA cycle (obligate autotrophs)	true	100	0	1	1	FUMHYDR-RXN ACONITATEHYDR-RXN CITSYN-RXN ACONITATEDEHYDR-RXN PEPCARBOX-RXN ISOCITDEH-RXN MALATE-DEHYDROGENASE-ACCEPTOR-RXN RXN-14971 
|PWY-5915|	phycoerythrobilin biosynthesis I	false	0	0	2	0	
|PWY-5917|	phycocyanobilin biosynthesis	false	0	0	1	0	
|PWY-5921|	glutaminyl-tRNAgln biosynthesis via transamidation	true	100	0	0	0	RXN-9386 GLUTAMIN-RXN RXN-20082 RXN-20083 
|PWY-5922|	(4R)-carveol and (4R)-dihydrocarveol degradation	false	0	8	0	0	
|PWY-5923|	limonene degradation I (D-limonene)	false	0	2	1	0	
|PWY-5924|	limonene degradation II (L-limonene)	false	0	2	1	0	
|PWY-5927|	(4S)-carveol and (4S)-dihydrocarveol degradation	false	0	8	0	0	
|PWY-5929|	puromycin biosynthesis	false	0	7	0	0	
|PWY-5930|	terpentecin biosynthesis	false	0	1	0	0	
|PWY-5935|	1-tuberculosinyladenosine biosynthesis	false	0	1	0	0	
|PWY-5938|	pyruvate fermentation to (R)-acetoin I	true	100	0	1	1	ACETOLACTSYN-RXN RXN-11036 
|PWY-5939|	pyruvate fermentation to (R)-acetoin II	false	50	0	1	0	ACETOLACTSYN-RXN 
|PWY-5940|	streptomycin biosynthesis	false	11	9	0	0	MYO-INOSITOL-2-DEHYDROGENASE-RXN PHOSPHOGLUCMUT-RXN 
|PWY-5941|	glycogen degradation II	false	33	0	0	0	PHOSPHOGLUCMUT-RXN GLUCOKIN-RXN 
|PWY-5943|	&beta;-carotene biosynthesis	false	0	0	0	0	
|PWY-5944|	zeaxanthin biosynthesis	false	0	0	0	0	
|PWY-5945|	violaxanthin, antheraxanthin and zeaxanthin interconversion	false	25	1	0	0	
|PWY-5946|	&alpha;-carotene biosynthesis	false	0	1	0	0	
|PWY-5947|	lutein biosynthesis	false	0	1	0	0	
|PWY-5950|	geosmin biosynthesis	false	0	0	0	0	
|PWY-5951|	(R,R)-butanediol biosynthesis	false	0	0	0	0	
|PWY-5963|	molybdenum cofactor sulfulylation (eukaryotes)	false	0	0	0	0	
|PWY-5964|	guanylyl molybdenum cofactor biosynthesis	false	0	0	0	0	
|PWY-5971|	palmitate biosynthesis (type II fatty acid synthase)	true	96	0	0	0	RXN-9657 RXN-9658 RXN-9520 RXN-9518 RXN-9516 RXN-9514 4.2.1.58-RXN RXN-9523 RXN-9524 RXN-9659 4.2.1.59-RXN RXN-9527 RXN-9528 RXN-9660 RXN-9531 RXN-9532 RXN-9533 RXN-9661 RXN-9535 RXN-9536 RXN-9537 RXN-9662 RXN-9539 RXN-9540 4.2.1.61-RXN RXN-9663 3.1.2.21-RXN RXN-9655 RXN-9623 RXN-16393 
|PWY-5973|	cis-vaccenate biosynthesis	false	80	0	1	0	2.3.1.179-RXN RXN-9556 RXN-9557 RXN-9558 
|PWY-5978|	kanosamine biosynthesis I	false	0	0	2	0	
|PWY-5979|	3-amino-5-hydroxybenzoate biosynthesis	false	16	1	0	0	
|PWY-5981|	CDP-diacylglycerol biosynthesis III	false	40	0	1	0	GLYC3PDEHYDROGBIOSYN-RXN RXN-9590 
|PWY-5982|	sulfoacetaldehyde degradation II	true	100	0	1	1	RXN-9592 
|PWY-5983|	trehalose biosynthesis VI	false	0	0	0	0	
|PWY-5984|	rifamycin B biosynthesis	false	0	6	0	0	
|PWY-5985|	trehalose biosynthesis VII	true	100	0	0	0	RXN-9613 
|PWY-5989|	stearate biosynthesis II (bacteria and plants)	true	83	0	0	0	RXN-9632 RXN-9633 RXN-9634 RXN-9635 RXN-16380 
